Sample;Density;ModulusOfElasticity;PoissonsRatio
Materion SupremEX 225XE Aluminum - Silicon Carbide Metal Matrix Composite, T6 PGQ Billet;2.88;115.0;0.3
Materion SupremEX 225XE Aluminum - Silicon Carbide Metal Matrix Composite, T6 PGQ Forged Plate;2.88;115.0;0.3
Materion SupremEX 225XE Aluminum - Silicon Carbide Metal Matrix Composite, T6 PGQ Extruded Bar;2.88;115.0;0.3
Materion SupremEX 640XA Aluminum - Silicon Carbide Metal Matrix Composite, T6 CWQ Billet;2.9;140.0;0.3
Materion SupremEX 640XA Aluminum - Silicon Carbide Metal Matrix Composite, T6 PGQ Billet;2.9;140.0;0.3
Materion SupremEX 640XA Aluminum - Silicon Carbide Metal Matrix Composite, T6 PGQ Forged Plate;2.9;140.0;0.3
Materion SupremEX 640XA Aluminum - Silicon Carbide Metal Matrix Composite, T7 Forged Plate;2.9;140.0;0.3
Materion Truextent TF-25™ Acoustic Grade Beryllium;2.9;140.0;0.3
Materion ToughMet T3 CX90;8.94;128.0;0.3
Materion ToughMet T3 CA;8.94;128.0;0.3
Materion ToughMet T2 CX 90;8.91;117.0;0.3
Carpenter Custom 455 Stainless Steel, Condition H900 (Age Hardened 482°C);7.76;200.0;0.3
Carpenter Custom 455 Stainless Steel, Condition H950 (Age Hardened 510°C);7.76;200.0;0.3
Carpenter Custom 455 Stainless Steel, Condition H1000 (Age Hardened 538°C (1000°F));7.76;200.0;0.3
Carpenter Custom 450 Stainless Steel, 25 mm Bar, Condition H1050 (Age Hardened 566°C);7.76;200.0;0.3
CRP Technology AMC225xe Aluminum Alloy - SiC Composite, T4 Condition;2.88;115.0;0.3
Industeel URANUS 65 310 L Modified Grade - Low C and Si for Nitric Acid Service;7.9;195.0;0.3
Industeel URANUS B25 6 Mo Cost Saving Super-Austenitic Stainless Steel with PREN = 42;8.0;195.0;0.3
Industeel URANUS B26 6 Mo High Performance Super-Austenitic Stainless Steel with PREN = 43;8.1;195.0;0.3
Industeel URANUS B28 High Nickel Super-Austenitic Stainless Steel;8.0;195.0;0.3
Industeel URANUS B66 High Strength Super-Austenitic Stainless Steel with PREN = 54;8.2;195.0;0.3
ATI Allegheny Ludlum 309 Austenitic Stainless Steel;8.03;200.0;0.3
ATI Allegheny Ludlum 309S Austenitic Stainless Steel;8.03;200.0;0.3
ATI Allegheny Ludlum 309H Austenitic Stainless Steel;8.03;200.0;0.3
ATI Allegheny Ludlum 309Si Austenitic Stainless Steel;8.03;200.0;0.3
ATI Allegheny Ludlum 310 Austenitic Stainless Steel;8.03;200.0;0.3
ATI Allegheny Ludlum 310S Austenitic Stainless Steel;8.03;200.0;0.3
ATI Allegheny Ludlum 310H Austenitic Stainless Steel;8.03;200.0;0.3
ATI Allegheny Ludlum 310Si Austenitic Stainless Steel;8.03;200.0;0.3
ATI Allegheny Ludlum Type 316 Stainless Steel, UNS S31600;8.03;200.0;0.3
ATI Allegheny Ludlum Type 316L Stainless Steel, UNS S31603;8.03;200.0;0.3
ATI Allegheny Ludlum Type 317 Stainless Steel, UNS S31700;8.03;200.0;0.3
ATI Allegheny Ludlum Altemp A286 Iron-Base Superalloy, UNS S66286;7.92;201.0;0.3
Magnesium Elektron Elektron EQ21 Magnesium Casting Alloy;1.81;44.0;0.3
Magnesium Elektron Elektron MSR-B Magnesium Casting Alloy;1.82;44.1;0.3
Magnesium Elektron Elektron QE22 Magnesium Casting Alloy;1.81;44.1;0.3
Magnesium Elektron Elektron WE54 Magnesium Casting Alloy;1.85;44.1;0.3
Magnesium Elektron Elektron 43 Magnesium Alloy;1.83;44.1;0.3
Magnesium Elektron Elektron EQ21 Magnesium Casting Alloy, UNS M18330;1.81;44.0;0.3
Magnesium Elektron Elektron MSR-B Magnesium Casting Alloy, UNS M18220;1.82;44.1;0.3
Magnesium Elektron Elektron QE22 Magnesium Casting Alloy, UNS M18220;1.81;44.1;0.3
Magnesium Elektron Elektron WE54 Magnesium Casting Alloy, UNS M18410;1.85;44.1;0.3
Magnesium Elektron Elektron 43 Magnesium Extrusion Alloy, UNS M18434;1.83;44.1;0.3
Meehanite GC-40 Flake Graphite Cast Iron;7.25;114.0;0.3
HP Alloys Nitronic 60 Austenitic Stainless, Level 1 Cold Worked;7.62;179.0;0.3
HP Alloys Nitronic 60 Austenitic Stainless, Level 2 Cold Worked;7.62;179.0;0.3
HP Alloys Nitronic 60 Austenitic Stainless, Level 3 Cold Worked;7.62;179.0;0.3
HP Alloys Nitronic 60 Austenitic Stainless, Level 4 Cold Worked;7.62;179.0;0.3
HP Alloys Nitronic 60 Austenitic Stainless, Level 5 Cold Worked;7.62;179.0;0.3
Outokumpu LDX 2101 Duplex Stainless Steel;7.8;200.0;0.3
Outokumpu SAF 2304 Duplex Stainless Steel;7.8;200.0;0.3
Outokumpu 2205 Duplex Stainless Steel;7.8;200.0;0.3
Outokumpu SAF 2507 Duplex Stainless Steel;7.8;200.0;0.3
Outokumpu 4318 Cr-Ni Austenitic Stainless Steel;7.9;200.0;0.3
Outokumpu 4301 Cr-Ni Austenitic Stainless Steel;7.9;200.0;0.3
Outokumpu 4307 Cr-Ni Austenitic Stainless Steel;7.9;200.0;0.3
Outokumpu 4311 Cr-Ni Austenitic Stainless Steel;7.9;200.0;0.3
Outokumpu 4541 Cr-Ni Austenitic Stainless Steel;7.9;200.0;0.3
Outokumpu 4306 Cr-Ni Austenitic Stainless Steel;7.9;200.0;0.3
Outokumpu 4401 Cr-Ni-Mo Austenitic Stainless Steel;8.0;200.0;0.3
Outokumpu 4404 Cr-Ni-Mo Austenitic Stainless Steel;8.0;200.0;0.3
Outokumpu 4436 Cr-Ni-Mo Austenitic Stainless Steel;8.0;200.0;0.3
Outokumpu 4432 Cr-Ni-Mo Austenitic Stainless Steel;8.0;200.0;0.3
Outokumpu 4406 Cr-Ni-Mo Austenitic Stainless Steel;8.0;200.0;0.3
Outokumpu 4429 Cr-Ni-Mo Austenitic Stainless Steel;8.0;200.0;0.3
Outokumpu 4571 Cr-Ni-Mo Austenitic Stainless Steel;8.0;200.0;0.3
Outokumpu 4435 Cr-Ni-Mo Austenitic Stainless Steel;8.0;200.0;0.3
Outokumpu 904L High Performance Austenitic Stainless Steel;8.0;195.0;0.3
Outokumpu 254 SMO High Performance Austenitic Stainless Steel;8.0;195.0;0.3
Ovako 100Cr6 803Q Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100Cr6 803Q Steel, +C;7.8;210.0;0.3
Ovako 100Cr6 803Q Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100Cr6 803Q Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100Cr6 803Z Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100Cr6 803Z Steel, '+C;7.8;210.0;0.3
Ovako 100Cr6 803Z Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100Cr6 803Z Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100Cr6 803D Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100Cr6 803D Steel, +C;7.8;210.0;0.3
Ovako 100Cr6 803D Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100Cr6 803D Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100Cr6 803P Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100Cr6 803P Steel, +C;7.8;210.0;0.3
Ovako 100Cr6 803P Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100Cr6 803P Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100Cr6 803A Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100Cr6 803A Steel, +C;7.8;210.0;0.3
Ovako 100Cr6 803A Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100Cr6 803A Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100Cr6 803F Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100Cr6 803F Steel, +C;7.8;210.0;0.3
Ovako 100Cr6 803F Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100Cr6 803F Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100Cr6 803N Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100Cr6 803N Steel, '+C;7.8;210.0;0.3
Ovako 100Cr6 803N Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100Cr6 803N Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100Cr6 803J Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100Cr6 803J Steel, +C;7.8;210.0;0.3
Ovako 100Cr6 803J Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100Cr6 803J Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100Cr6 5620 Steel, Round bar Hot forging;7.8;210.0;0.3
Ovako 100Cr6 5620 Steel, +AC, Round bar;7.8;210.0;0.3
Ovako 100Cr6 ISO 683-17 (ref) Steel, +A, Round bar;7.8;210.0;0.3
Ovako 100CrMnMoSi8-4-6 827B Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100CrMnMoSi8-4-6 827B Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100CrMnMoSi8-4-6 827B Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100CrMnSi4-4 831B Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100CrMnSi6-4 837R Steel;7.8;210.0;0.3
Ovako 100CrMnSi6-4 837S Steel;7.8;210.0;0.3
Ovako 100CrMnSi6-4 5625/837Z Steel;7.8;210.0;0.3
Ovako 100CrMnSi6-6 832K Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100CrMnSi6-6 832K Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100CrMo7 824B Steel;7.8;210.0;0.3
Ovako 100CrMo7 824P Steel;7.8;210.0;0.3
Ovako 100CrMo7 824Q Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100CrMo7 824Q Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100CrMo7 824Q Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100CrMo7-3 825B Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100CrMo7-3 825B Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100CrMo7-3 825B Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100CrMo7-3 825T Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100CrMo7-3 825T Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100CrMo7-3 825T Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100CrMo7-3 825Q Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100CrMo7-3 825Q Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100CrMo7-3 825Q Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 100CrMo7-4 826B Steel, Spheroidize annealing;7.8;210.0;0.3
Ovako 100CrMo7-4 826B Steel, Q/T (martensite);7.8;210.0;0.3
Ovako 100CrMo7-4 826B Steel, Q/T (bainite);7.8;210.0;0.3
Ovako 11MnCrB5-3* SB11M13CB Steel, +AB;7.8;210.0;0.3
Ovako 11SMn30, Green Cut 2715 Steel, +AR;7.8;210.0;0.3
Ovako 11SMn30, Green Cut 2715 Steel, +C;7.8;210.0;0.3
Ovako 11SMn30, Green Cut 2715 Steel, +SH;7.8;210.0;0.3
Ovako 12NiCr14-6* 245S Steel, Soft annealing;7.8;210.0;0.3
Ovako 12NiCrMo13-6* 254R Steel, Weldability: CEV 0.8max;7.8;210.0;0.3
Ovako 12NiCrMo13-6* 254R Steel, Weldability: Pcm 0.33max;7.8;210.0;0.3
Ovako 12NiCrMo13-6* 4708 Steel, Weldability: CEV 0.76max;7.8;210.0;0.3
Ovako 12NiCrMo13-6* 4708 Steel, Weldability: Pcm 0.3max;7.8;210.0;0.3
Ovako 14NiCr12-3 4715 (M) Steel, +AR;7.8;210.0;0.3
Ovako 14NiCr12-3 4715 (M) Steel, +A;7.8;210.0;0.3
Ovako 14NiCrMo13-4 Steel;7.8;210.0;0.3
Ovako 15NiMo14-2* Steel;7.8;210.0;0.3
Ovako 16CrMnNiMo9-5-2* 277Q Steel, +QT;7.8;210.0;0.3
Ovako 16CrMnNiMo9-5-2* 277L Steel, Hot forging;7.8;210.0;0.3
Ovako 16CrMnNiMo9-5-2* 277L Steel, +QT;7.8;210.0;0.3
Ovako 16CrMnNiMo9-5-2* 277L Steel, Quenching;7.8;210.0;0.3
Ovako 16CrMnNiMo9-5-2* 277L Steel, Soft annealing;7.8;210.0;0.3
Ovako 16Mn5 Hydax 15, 2720 Steel, +AR;7.8;210.0;0.3
Ovako 16MnCr5 234K Steel, Hot forging;7.8;210.0;0.3
Ovako 16MnCr5 234K Steel, Soft annealing;7.8;210.0;0.3
Ovako 16MnCr5 234K Steel, Annealing;7.8;210.0;0.3
Ovako 16MNCrS5, 4306 (M) Steel, +AR;7.8;210.0;0.3
Ovako 16MNCrS5, 4306 (M) Steel, +A, Round bar;7.8;210.0;0.3
Ovako 16MNCrS5, 4316 Steel, +AR;7.8;210.0;0.3
Ovako 16MNCrS5, 4316 Steel, +A, Round bar;7.8;210.0;0.3
Ovako SB16MnCrS5(M) Steel, +AR, Flat bar;7.8;210.0;0.3
Ovako 16MnCrS5 EN 10084:2008(ref) Steel, +AR, Flat bar;7.8;210.0;0.3
Ovako 16NiCr6-4* 147Q Steel, Soft annealing;7.8;210.0;0.3
Ovako 16NiCr6-4* 147Q Steel, Hardening;7.8;210.0;0.3
Ovako 16NiCrS4+HL 4730 (M) Steel, Hot forging;7.8;210.0;0.3
Ovako 16NiCrS4 146S Steel, +U;7.8;210.0;0.3
Ovako 16NiCrS4 146S Steel, Soft annealing;7.8;210.0;0.3
Ovako 16NiCrS4 146S Steel, Quenching;7.8;210.0;0.3
Ovako EN 10084:2008 16NiCrS4 Steel;7.8;210.0;0.3
Ovako 18CrMo8-5* 225A Steel, Hardening;7.8;210.0;0.3
Ovako 18CrMo8-5* 225C Steel, Hardening;7.8;210.0;0.3
Ovako 18CrNi8 248Q Steel, +A;7.8;210.0;0.3
Ovako 18CrNiMnMo7-5-5* 250R Steel;7.8;210.0;0.3
Ovako 18CrNiMo7-6 159A Steel, Hardening;7.8;210.0;0.3
Ovako 18CrNiMo7-6 159B Steel, Hardening;7.8;210.0;0.3
Ovako 18CrNiMo7-6 159Q Steel, Hardening;7.8;210.0;0.3
Ovako 18CrNiMo7-6 159X Steel, Hardening;7.8;210.0;0.3
Ovako 18CrNiMo7-6 159S Steel, Hardening;7.8;210.0;0.3
Ovako 18CrNiMo7-6 4761 MbCN 216 Steel, +AR;7.8;210.0;0.3
Ovako 18CrNiMo7-6 4761 MbCN 216 Steel, +A;7.8;210.0;0.3
Ovako 18CrNiMo7-6 ref Steel;7.8;210.0;0.3
Ovako 18NiCrMo14-6 255G Steel, Soft annealing;7.8;210.0;0.3
Ovako 18NiCrMo14-6 255Q Steel, Soft annealing;7.8;210.0;0.3
Ovako 18NiCrMo14-6 ref Steel;7.8;210.0;0.3
Ovako 19MnV6* 280T Steel, +AR;7.8;210.0;0.3
Ovako 19MnV6* 280T Steel, Normalizing;7.8;210.0;0.3
Ovako 19MnV6* 280T Steel, Carburizing;7.8;210.0;0.3
Ovako 19MnV6* 280T Steel, Hardening;7.8;210.0;0.3
Ovako 19MnV6* 281P Steel;7.8;210.0;0.3
Ovako 19MnV6* 281T Steel, +AR;7.8;210.0;0.3
Ovako 19MnV6* 281T Steel, Normalizing;7.8;210.0;0.3
Ovako 19MnV6* 281T Steel, Hardening;7.8;210.0;0.3
Ovako 19MnVS6 M 280 M(7266) Steel, +AR;7.8;210.0;0.3
Ovako 19MnVS6 SB450 Steel, +AR;7.8;210.0;0.3
Ovako 19MnVS6 SB280 Steel, +AR;7.8;210.0;0.3
Ovako 19MnVS6 7255 Steel, +AR;7.8;210.0;0.3
Ovako 19MnVS6 SB500 Steel, +AR;7.8;210.0;0.3
Ovako 19MnVS6 SB280X Steel, +AR;7.8;210.0;0.3
Ovako 19MnVS6 7256 Steel, +AR;7.8;210.0;0.3
Ovako 19MnVS6 SB280XM Steel, +AR;7.8;210.0;0.3
Ovako 19MnVS6 EN10267:1998 (ref) Steel, +AR;7.8;210.0;0.3
Ovako 20Cr2* 126H Steel, +AR;7.8;210.0;0.3
Ovako 20MnB4 SB21M10B Steel;7.8;210.0;0.3
Ovako 20MnB4 EN 10263-4:2001 Steel;7.8;210.0;0.3
Ovako 20MnCr5 236Q Steel;7.8;210.0;0.3
Ovako 20MnCr5 236F Steel;7.8;210.0;0.3
Ovako 20MnCr5:EN10084 Steel;7.8;210.0;0.3
Ovako 20MnCrMo4-2 123A Steel;7.8;210.0;0.3
Ovako 20MnCrNiMo4-2-2* 4524 Steel;7.8;210.0;0.3
Ovako 20MnCrNiMo4-2-2* 4766 Steel, +AR;7.8;210.0;0.3
Ovako 20MnCrNiMo4-2-2* 152E Steel;7.8;210.0;0.3
Ovako 20MnCrNiMo4-2-2* 8720H Steel;7.8;210.0;0.3
Ovako 20MnCrS5 4326 Steel, Hot forging;7.8;210.0;0.3
Ovako 20MnCrS5 4326 Steel, Annealing;7.8;210.0;0.3
Ovako 20MnCrS5 4324 Steel, Hot forging;7.8;210.0;0.3
Ovako 20MnCrS5 4324 Steel, Annealing;7.8;210.0;0.3
Ovako 20MnVS6 7252 Steel, +AR;7.8;210.0;0.3
Ovako 20MnVS6 7266 Steel, +AR;7.8;210.0;0.3
Ovako 20MnVS6** 7260 Steel, +AR;7.8;210.0;0.3
Ovako 20MoCrS4 124D Steel, +AR;7.8;210.0;0.3
Ovako 20MoCrS4 EN 10084:2008 Steel;7.8;210.0;0.3
Ovako 20NiCrMo2-2 152A Steel, +AR;7.8;210.0;0.3
Ovako 20NiCrMo2-2 152A Steel, +A;7.8;210.0;0.3
Ovako 20NiCrMo2-2 152C Steel;7.8;210.0;0.3
Ovako 20NiCrMo2-2 152G Steel, +AR;7.8;210.0;0.3
Ovako 20NiCrMo2-2 152G Steel, +A;7.8;210.0;0.3
Ovako 20NiCrMo2-2 +H Steel;7.8;210.0;0.3
Ovako 20NiCrMo7 157C Steel, Quench & Tempering;7.8;210.0;0.3
Ovako 20NiCrMo7 157D Steel, Quench & Tempering;7.8;210.0;0.3
Ovako 20NiCrMo7 157G Steel;7.8;210.0;0.3
Ovako 20NiCrMoS2-2 4532 Steel, +AR;7.8;210.0;0.3
Ovako 20NiCrMoS2-2 4532 Steel, Hot forging;7.8;210.0;0.3
Ovako 20NiCrMoS2-2 4532 Steel, +A;7.8;210.0;0.3
Ovako 20NiCrMoS2-2 4532 Steel, +QT;7.8;210.0;0.3
Ovako 20NiCrMoS2-2 4542 Steel, +A;7.8;210.0;0.3
Ovako 20NiCrMoS2-2 4542 Steel, Hot forging;7.8;210.0;0.3
Ovako 20NiCrMoS2-2 4542 Steel, +QT;7.8;210.0;0.3
Ovako 20NiCrMoS2-2 4548, MoCN 206 M Steel, +A;7.8;210.0;0.3
Ovako 20NiCrMoS2-2 4548, MoCN 206 M Steel, Hot forging;7.8;210.0;0.3
Ovako 20NiMo9-7* 158Q Steel;7.8;210.0;0.3
Ovako 20NiMo9-7* 258Q Steel;7.8;210.0;0.3
Ovako 21CrMoV5-7 6130 Steel, +QT;7.8;210.0;0.3
Ovako 21CrMoV5-7 Imanite (6132) Steel, +QT;7.8;210.0;0.3
Ovako 22CrMnNiMo5-4-3 4756 Steel, +AR;7.8;210.0;0.3
Ovako 22CrMnNiMo5-4-3 4756 Steel, +A;7.8;210.0;0.3
Ovako 22Mn5 Hydax 25, 2630 Steel, +AR;7.8;210.0;0.3
Ovako 22MnB5 SB24M13B Steel;7.8;210.0;0.3
Ovako 22MnB5 Steel;7.8;210.0;0.3
Ovako 22NiCrMo12-5* 253A Steel, +A;7.8;210.0;0.3
Ovako 22NiCrMo12-5* 253A Steel, +N;7.8;210.0;0.3
Ovako 22NiCrMo12-5* 253A Steel, +Q;7.8;210.0;0.3
Ovako 22NiCrMo12-5* 253R Steel;7.8;210.0;0.3
Ovako 22NiCrMo12-5* 253L Steel;7.8;210.0;0.3
Ovako 22NiCrMo12-5* 253S Steel;7.8;210.0;0.3
Ovako 22NiCrMo12-5* 4722 Steel, +AR;7.8;210.0;0.3
Ovako 22NiCrMo12-5* 4722 Steel, +A;7.8;210.0;0.3
Ovako 14NiCrMo13-4 EN 10083-3 Steel;7.8;210.0;0.3
Ovako 23MNCRMO5 5503 Steel, +AR;7.8;210.0;0.3
Ovako 23NiCrMo15-5* 256G Steel, Hot forging;7.8;210.0;0.3
Ovako 23NiCrMo15-5* 256G Steel, Annealing;7.8;210.0;0.3
Ovako 23NiCrMo15-5* 256G Steel, Normalizing;7.8;210.0;0.3
Ovako 24CrMo13-6 420G Steel, +AR;7.8;210.0;0.3
Ovako 24CrMo13-6 420G Steel, Normalizing;7.8;210.0;0.3
Ovako 24CrMo13-6 420G Steel, Quench & Tempering;7.8;210.0;0.3
Ovako 24MnV6* SB600 Steel, +AR;7.8;210.0;0.3
Ovako 24NiSiMnMo7-6-6* 275A Steel, +A;7.8;210.0;0.3
Ovako 24NiSiMnMo7-6-6* 275A Steel, +QT;7.8;210.0;0.3
Ovako 25CrMnSiMo7-4-4* 375J Steel;7.8;210.0;0.3
Ovako 25CrMnSiMo7-4-4* 5910 Steel, Hot forging;7.8;210.0;0.3
Ovako 25CrMnSiMo7-4-4* 5910 Steel, +A;7.8;210.0;0.3
Ovako 25CrMnSiMo7-4-4* 5910 Steel, Hardening;7.8;210.0;0.3
Ovako 25CrMo4 9224 Steel, Hardening;7.8;210.0;0.3
Ovako 25CrMo4 322A Steel, Soft annealing;7.8;210.0;0.3
Ovako 25CrMo4 322A Steel, Hardening;7.8;210.0;0.3
Ovako 25CrMo4 322D Steel, Hardening;7.8;210.0;0.3
Ovako 25CrMo4 EN10083-3:2006 (ref) Steel;7.8;210.0;0.3
Ovako 25CrMo4 SS142225 (1986)* (ref) Steel, Hardening;7.8;210.0;0.3
Ovako 25CrMo4 SS142225 (1986)* (ref) Steel, Soft annealing;7.8;210.0;0.3
Ovako 25CrMo4 6014, MoC 210 M Steel, Hot forging;7.8;210.0;0.3
Ovako 25CrMo4 6014, MoC 210 M Steel, Soft annealing;7.8;210.0;0.3
Ovako 25CrMo4 6014, MoC 210 M Steel, Hardening;7.8;210.0;0.3
Ovako 27MnB4 SB27M12B Steel;7.8;210.0;0.3
Ovako 27MnB4 EN 10263-4:2001 Steel;7.8;210.0;0.3
Ovako 27MnCrB5-2 SB27M12CB (SB9660) Steel;7.8;210.0;0.3
Ovako 27MnCrB5-2 SB28M12CB (SB9652) Steel, +AR;7.8;210.0;0.3
Ovako 27MnCrB5-2 SB29M13CB (SB9667) Steel;7.8;210.0;0.3
Ovako 27MnCrB5-2 5464 (BCM311) Steel, +AR;7.8;210.0;0.3
Ovako 27MnCrB5-2 5464 (BCM311) Steel, +QW;7.8;210.0;0.3
Ovako 27MnCrB5-2 5464 (BCM311) Steel, Quench & Tempering;7.8;210.0;0.3
Ovako 27MnCrB5-2 EN10083-3:2006 (ref) Steel;7.8;210.0;0.3
Ovako 28MnB5 SB27M12Bm Steel;7.8;210.0;0.3
Ovako 28MnB5 Steel;7.8;210.0;0.3
Ovako 28NiCrMnMo14-6-4* 455A Steel;7.8;210.0;0.3
Ovako 29MnCrB5-2* SB28M13CB/9667 Steel, Quench & Tempering;7.8;210.0;0.3
Ovako 29MnCrB5-2* SB28M13CB/9667 Steel, +AR;7.8;210.0;0.3
Ovako 27MnCrB5-2 (EN10083-3:2006) Steel;7.8;210.0;0.3
Ovako 33MnCrB5-2 (EN10083-3:2006) Steel;7.8;210.0;0.3
Ovako 30CrMoV9 (6140) Steel, +AR;7.8;210.0;0.3
Ovako 30CrMoV9 (6140) Steel, +QT;7.8;210.0;0.3
Ovako 30CrNiMo8 (6507) EN 10083-2:2006 Steel, +AR;7.8;210.0;0.3
Ovako 30CrNiMo8 (6507) EN 10083-2:2006 Steel, Annealing;7.8;210.0;0.3
Ovako 30CrNiMo8 (6507) EN 10083-2:2006 Steel, Quenching;7.8;210.0;0.3
Ovako 30CrNiMo8 (6507) ISO 683-2:2016 Steel, +AR;7.8;210.0;0.3
Ovako 30CrNiMo8 (6507) ISO 683-2:2016 Steel, Annealing;7.8;210.0;0.3
Ovako 30CrNiMo8 (6507) ISO 683-2:2016 Steel, Quenching;7.8;210.0;0.3
Ovako 30CrNiMo8 EN10083-3:2006 Steel;7.8;210.0;0.3
Ovako 30MnB5 SB30M13B/9662 Steel, +AR;7.8;210.0;0.3
Ovako 30MnB5 SB33M13B/9671 Steel;7.8;210.0;0.3
Ovako 30MnB5 EN10083-3:2006 Steel;7.8;210.0;0.3
Ovako 30MnVS6 9830 Steel, +AR;7.8;210.0;0.3
Ovako 30MnVS6 EN10267:1998 Steel, +AR;7.8;210.0;0.3
Ovako 30MoCrV20-7* 499Q Steel, Hardening;7.8;210.0;0.3
Ovako 30NiCrMo16-6 498A Steel, +SA;7.8;210.0;0.3
Ovako 30NiCrMo16-6 498A Steel, Hardening;7.8;210.0;0.3
Ovako 30NiCrMo16-6 498Q Steel, +A;7.8;210.0;0.3
Ovako 30NiCrMo16-6 498Q Steel, Hardening;7.8;210.0;0.3
Ovako 31NiCrMo13-4 453C Steel, +AR;7.8;210.0;0.3
Ovako 31NiCrMo13-4 453C Steel, Hot forging;7.8;210.0;0.3
Ovako 31NiCrMo13-4 453C Steel, Quench & Tempering;7.8;210.0;0.3
Ovako 32CrMoV12-10* 398Q Steel, Hardening;7.8;210.0;0.3
Ovako 34CrMo4 4130 ASTM A29 Steel;7.8;210.0;0.3
Ovako 34CrMo4 SAE4130m Steel, +AR;7.8;210.0;0.3
Ovako 34CrMo4 SAE4130m Steel, +A;7.8;210.0;0.3
Ovako 34CrMo4 EN10083-3:2006 Steel;7.8;210.0;0.3
Ovako 34CrNiMo6 356D Steel, +SA;7.8;210.0;0.3
Ovako 34CrNiMo6 356D Steel, +QT;7.8;210.0;0.3
Ovako 34CrNiMo6 356D Steel, Hardening;7.8;210.0;0.3
Ovako 34CrNiMo6 356Q Steel, +SA;7.8;210.0;0.3
Ovako 34CrNiMo6 356Q Steel, +QT;7.8;210.0;0.3
Ovako 34CrNiMo6 356Q Steel, Hardening;7.8;210.0;0.3
Ovako 34CrNiMo6 6499 Steel, Hot forging;7.8;210.0;0.3
Ovako 34CrNiMo6 6499 Steel, Soft annealing;7.8;210.0;0.3
Ovako 34CrNiMo6 6499 Steel, +QT;7.8;210.0;0.3
Ovako 34CrNiMo6 6502, MoCN 315 M Steel, Hot forging;7.8;210.0;0.3
Ovako 34CrNiMo6 6502, MoCN 315 M Steel, Soft annealing;7.8;210.0;0.3
Ovako 34CrNiMo6 6502, MoCN 315 M Steel, +QT;7.8;210.0;0.3
Ovako 34CrNiMo6 SS 2541 (6498) Steel, Hot forging;7.8;210.0;0.3
Ovako 34CrNiMo6 SS 2541 (6498) Steel, Soft annealing;7.8;210.0;0.3
Ovako 34CrNiMo6 SS 2541 (6498) Steel, +QT;7.8;210.0;0.3
Ovako 34CrNiMo6 SB9205 Steel;7.8;210.0;0.3
Ovako 34CrNiMo6 EN10083-3:2006 (ref) Steel, Hot forging;7.8;210.0;0.3
Ovako 34CrNiMo6 EN10083-3:2006 (ref) Steel, Soft annealing;7.8;210.0;0.3
Ovako 34CrNiMo6 EN10083-3:2006 (ref) Steel, +QT;7.8;210.0;0.3
Ovako 34CrNiMo6 SS142541 (1986)* (ref) Steel, +QT;7.8;210.0;0.3
Ovako 34CrNiMo6 SS142541 (1986)* (ref) Steel, Soft annealing;7.8;210.0;0.3
